id,title,opening_date,closing_date,previews_date,year,theatre_id,theatre_name,production_type,show_type,show_type_simple,intermissions,n_performances,run_time,show_never_opened,revival,pre_broadway,limited_run,repertory,other_titles,official_website,production_type_simple
312127,Don Cossacks,1990-01-23 00:00:00,1990-02-04 00:00:00,NULL,1990,6985,Neil Simon Theatre,Original Production,NULL,NULL,NULL,16,NULL,0,0,0,0,0,NULL,NULL,Original
312128,The Show of Wonders,1916-10-26 00:00:00,1917-04-21 00:00:00,NULL,1916,7070,Winter Garden Theatre,Original Production,Musical,Musical,NULL,209,NULL,0,0,0,0,0,NULL,NULL,Original
312129,R. U. R.,1922-10-09 00:00:00,NULL,NULL,1922,7524,Garrick Theatre,Original Production,Play,Play,NULL,184,NULL,0,0,0,0,0,NULL,NULL,Original
312130,R. U. R.,1942-12-03 00:00:00,1942-12-05 00:00:00,NULL,1942,5031,Ethel Barrymore Theatre,Revival,Play,Play,NULL,4,NULL,0,1,0,0,0,NULL,NULL,Revival
312131,Koi-No-Yozakura,1930-03-04 00:00:00,NULL,NULL,1930,5334,Booth Theatre,Original Production,Play,Play,NULL,15,NULL,0,0,0,0,0,NULL,NULL,Original
312132,Bayanihan,1959-10-13 00:00:00,NULL,NULL,1959,7070,Winter Garden Theatre,Original Production,Special,Special,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312134,Triple-A Plowed Under,1936-03-14 00:00:00,NULL,NULL,1936,5199,Biltmore Theatre,NULL,Unknown,Unknown,NULL,85,NULL,0,0,0,0,0,NULL,NULL,NULL
312136,Injunction Granted,1936-07-24 00:00:00,NULL,NULL,1936,5199,Biltmore Theatre,Original Production,Special,Special,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312137,Life and Death of an American,1939-05-19 00:00:00,NULL,NULL,1939,5622,Maxine Elliott's Theatre,NULL,Unknown,Unknown,NULL,29,NULL,0,0,0,0,0,NULL,NULL,NULL
312138,1935,1936-05-12 00:00:00,NULL,NULL,1936,5199,Biltmore Theatre,NULL,NULL,NULL,NULL,34,NULL,0,0,0,0,0,NULL,NULL,NULL
312139,It Can't Happen Here,1936-10-26 00:00:00,NULL,NULL,1936,7203,Adelphi Theatre,Original Production,Play,Play,NULL,95,NULL,0,0,0,0,0,NULL,NULL,Original
312140,Power,1937-02-23 00:00:00,1937-07-10 00:00:00,NULL,1937,7057,Ritz Theatre,Original Production,Play,Play,NULL,118,NULL,0,0,0,0,0,NULL,NULL,Original
312141,one third of a nation,1938-01-17 00:00:00,1938-10-22 00:00:00,NULL,1938,7203,Adelphi Theatre,Original Production,Special,Special,NULL,237,NULL,0,0,0,0,0,NULL,NULL,Original
312142,Power,1938-02-12 00:00:00,1938-02-26 00:00:00,NULL,1938,6902,49th Street Theatre,Revival,Play,Play,NULL,15,NULL,0,1,0,0,0,NULL,NULL,Revival
312143,Power,1938-03-23 00:00:00,1938-04-02 00:00:00,NULL,1938,6902,49th Street Theatre,Revival,Play,Play,NULL,9,NULL,0,1,0,0,0,NULL,NULL,Revival
312148,The Relapse,1950-11-22 00:00:00,1950-12-16 00:00:00,NULL,1950,5488,Morosco Theatre,Revival,Play,Play,NULL,30,NULL,0,1,0,0,0,NULL,NULL,Revival
312149,Minnie's Luck,1870-06-27 00:00:00,NULL,NULL,1870,7556,Wallack's Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312150,Life in New York,1856-08-18 00:00:00,1856-09-20 00:00:00,NULL,1856,5649,Bowery Theatre,Original Production,Musical,Musical,NULL,18,NULL,0,0,0,0,0,NULL,NULL,Original
312161,Coquettes,1870-12-07 00:00:00,NULL,NULL,1870,7556,Wallack's Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312162,The Rapparee,1870-11-14 00:00:00,NULL,NULL,1870,7414,Niblo's Garden,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312166,There's a Silver Lining to Every Cloud,1859-12-05 00:00:00,1859-12-31 00:00:00,NULL,1859,7648,Hope Chapel,Original Production,Musical,Musical,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312167,The Red Light,1870-06-06 00:00:00,NULL,NULL,1870,7556,Wallack's Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312183,Innisfallen,1870-02-21 00:00:00,NULL,NULL,1870,7414,Niblo's Garden,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312202,Neck and Neck,1870-11-28 00:00:00,NULL,NULL,1870,5649,Bowery Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312215,The Peri,1852-12-13 00:00:00,1832-12-25 00:00:00,NULL,1852,7537,Broadway Theatre,Original Production,Musical,Musical,NULL,12,NULL,0,0,0,0,0,NULL,NULL,Original
312231,Saratoga,1870-12-21 00:00:00,1871-04-01 00:00:00,NULL,1870,5726,Daly's Fifth Avenue Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312234,Little Boy Blue,1867-04-01 00:00:00,1867-05-11 00:00:00,NULL,1867,5673,New Bowery Theatre,Original Production,Musical,Musical,NULL,36,NULL,0,0,0,0,0,NULL,NULL,Original
312242,The Saw Mill,1834-11-29 00:00:00,1835-02-05 00:00:00,NULL,1834,7607,Chatham Gardens Theatre,Original Production,Musical,Musical,NULL,5,NULL,0,0,0,0,0,NULL,NULL,Original
312244,Olympiana,1857-06-13 00:00:00,1857-08-05 00:00:00,NULL,1857,7337,Olympic Theatre,Original Production,Musical,Musical,NULL,21,NULL,0,0,0,0,0,NULL,NULL,Original
312247,Twelfth Night,1804-06-11 00:00:00,NULL,NULL,1804,7555,Park Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312248,Twelfth Night,1900-02-26 00:00:00,NULL,NULL,1900,7519,Fifth Avenue Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312249,Twelfth Night,1907-01-21 00:00:00,NULL,NULL,1907,7358,Lyric Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312250,Twelfth Night,1907-03-04 00:00:00,NULL,NULL,1907,5794,Garden Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312251,Twelfth Night,1907-06-10 00:00:00,NULL,NULL,1907,5339,Academy of Music,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312252,Twelfth Night,1910-01-26 00:00:00,NULL,NULL,1910,7405,New Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312253,Twelfth Night,1911-07-03 00:00:00,NULL,NULL,1911,5017,Broadway Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312254,Twelfth Night,1911-11-20 00:00:00,NULL,NULL,1911,7375,Manhattan Opera House,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312255,Twelfth Night,1914-03-16 00:00:00,NULL,NULL,1914,6076,Hudson Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312256,Twelfth Night,1930-03-24 00:00:00,NULL,NULL,1930,5075,Shubert Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312257,Twelfth Night,1869-10-04 00:00:00,NULL,NULL,1869,5726,Daly's Fifth Avenue Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312258,Twelfth Night,1930-10-15 00:00:00,NULL,NULL,1930,5622,Maxine Elliott's Theatre,Revival,Play,Play,NULL,65,NULL,0,1,0,0,0,NULL,NULL,Revival
312259,Twelfth Night,1914-11-23 00:00:00,NULL,NULL,1914,5250,Liberty Theatre,Revival,Play,Play,NULL,8,NULL,0,1,0,0,0,NULL,NULL,Revival
312260,Twelfth Night,1904-02-22 00:00:00,NULL,NULL,1904,5300,Knickerbocker Theatre,NULL,Play,Play,NULL,16,NULL,0,0,0,0,0,NULL,NULL,NULL
312261,Twelfth Night,1904-02-08 00:00:00,NULL,NULL,1904,5300,Knickerbocker Theatre,NULL,Play,Play,NULL,16,NULL,0,0,0,0,0,NULL,NULL,NULL
312262,Twelfth Night,1926-12-20 00:00:00,NULL,NULL,1926,7091,Civic Repertory Theatre,Revival,Play,Play,NULL,26,NULL,0,1,0,0,0,NULL,NULL,Revival
312263,Twelfth Night,1905-01-11 00:00:00,1905-01-18 00:00:00,NULL,1905,5300,Knickerbocker Theatre,Revival,Play,Play,NULL,2,NULL,0,1,0,0,0,NULL,NULL,Revival
312264,Twelfth Night,1905-10-16 00:00:00,1905-11-25 00:00:00,NULL,1905,5300,Knickerbocker Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312265,Twelfth Night,1910-02-07 00:00:00,1910-03-21 00:00:00,NULL,1910,5339,Academy of Music,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312266,Twelfth Night,1912-09-30 00:00:00,1912-11-02 00:00:00,NULL,1912,7375,Manhattan Opera House,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312267,Twelfth Night,1913-09-22 00:00:00,1913-10-25 00:00:00,NULL,1913,7375,Manhattan Opera House,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312268,Twelfth Night,1919-10-06 00:00:00,1919-10-19 00:00:00,NULL,1919,5075,Shubert Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312269,Twelfth Night,1941-12-02 00:00:00,1941-12-13 00:00:00,NULL,1941,7027,Little Theatre,Revival,Play,Play,NULL,15,NULL,0,1,0,0,0,NULL,NULL,Revival
312270,Twelfth Night,1972-03-02 00:00:00,1972-04-08 00:00:00,NULL,1972,7482,Vivian Beaumont Theatre,Revival,Play,Play,NULL,44,NULL,0,1,0,0,0,NULL,NULL,Revival
312271,Twelfth Night,1940-11-19 00:00:00,1941-03-08 00:00:00,NULL,1940,5077,St. James Theatre,Revival,Play,Play,NULL,129,NULL,0,1,0,0,0,NULL,NULL,Revival
312272,Twelfth Night,1949-10-03 00:00:00,1949-11-12 00:00:00,NULL,1949,7233,Empire Theatre,Revival,Play,Play,NULL,48,NULL,0,1,0,0,0,NULL,NULL,Revival
312273,Twelfth Night,1958-12-09 00:00:00,1959-01-10 00:00:00,NULL,1958,5017,Broadway Theatre,Revival,Play,Play,NULL,14,NULL,0,1,0,0,0,NULL,NULL,Revival
312275,Chicken Feed,1923-09-24 00:00:00,NULL,NULL,1923,7027,Little Theatre,Original Production,Play,Play,NULL,144,NULL,0,0,0,0,0,NULL,NULL,Original
312276,Jessie Brown,1858-02-22 00:00:00,NULL,NULL,1858,7545,Wallack's Lyceum Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312277,"Formosa: (The Most Beautiful"")""",1869-09-06 00:00:00,NULL,NULL,1869,7414,Niblo's Garden,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312278,"The Streets of New York, or Poverty is No Crime",1869-10-04 00:00:00,NULL,NULL,1869,7337,Olympic Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312279,"The Streets of New York, or Poverty is No Crime",1931-10-06 00:00:00,NULL,NULL,1931,7094,48th Street Theatre,Revival,Play,Play,NULL,87,NULL,0,1,0,0,0,NULL,NULL,Revival
312280,The Archers,1796-04-18 00:00:00,1796-04-22 00:00:00,NULL,1796,5641,John Street Theatre,Original Production,Musical,Musical,NULL,3,NULL,0,0,0,0,0,NULL,NULL,Original
312281,The Evil Eye,1899-01-16 00:00:00,1899-01-23 00:00:00,NULL,1899,5720,Grand Opera House,Original Production,Musical,Musical,NULL,8,NULL,0,0,0,0,0,NULL,NULL,Original
312288,Surf,1870-01-12 00:00:00,NULL,NULL,1870,5726,Daly's Fifth Avenue Theatre,NULL,Unknown,Unknown,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL
312290,May Day in Town,1787-05-19 00:00:00,1787-05-19 00:00:00,NULL,1787,5641,John Street Theatre,Original Production,Musical,Musical,NULL,1,NULL,0,0,0,0,0,NULL,NULL,Original
312292,Prunella,1913-10-27 00:00:00,NULL,NULL,1913,7027,Little Theatre,Original Production,Play,Play,NULL,104,NULL,0,0,0,0,0,NULL,NULL,Original
312293,London,1869-11-15 00:00:00,NULL,NULL,1869,5705,14th Street Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312295,The Power of Money,1906-08-20 00:00:00,NULL,NULL,1906,7125,American Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312296,Logan's Luck,1895-06-03 00:00:00,NULL,NULL,1895,7580,People's Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312299,Paul Kauvar,1887-12-24 00:00:00,NULL,NULL,1887,7467,Standard Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312300,"Peter, Paul & Mary A Holiday Celebration""",1989-12-12 00:00:00,1989-12-17 00:00:00,NULL,1989,5018,Brooks Atkinson Theatre,Original Production,NULL,NULL,NULL,6,NULL,0,0,0,0,0,NULL,NULL,Original
312304,13 Rue de l'Amour,1978-03-16 00:00:00,1978-05-21 00:00:00,NULL,1978,5230,Circle in the Square,Original Production,Play,Play,NULL,77,NULL,0,0,0,0,0,NULL,NULL,Original
312305,Countess Julia,1913-04-28 00:00:00,1913-05-02 00:00:00,NULL,1913,7094,48th Street Theatre,Original Production,Play,Play,NULL,3,NULL,0,0,0,0,0,NULL,NULL,Original
312306,The Prima Donna,1908-11-30 00:00:00,1909-01-30 00:00:00,NULL,1908,5300,Knickerbocker Theatre,Original Production,Musical,Musical,NULL,72,NULL,0,0,0,0,0,NULL,NULL,Original
312307,Miss Pygmalion,1895-11-18 00:00:00,NULL,NULL,1895,7561,Daly's Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312308,To Nemesis,1894-12-02 00:00:00,NULL,NULL,1894,7557,Star Theatre,Original Production,Play,Play,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312310,Damaged Goods,1937-05-17 00:00:00,NULL,NULL,1937,7094,48th Street Theatre,Revival,Play,Play,NULL,8,NULL,0,1,0,0,0,NULL,NULL,Revival
312311,Damaged Goods,1913-03-14 00:00:00,NULL,NULL,1913,7238,Fulton Theatre,NULL,Play,Play,NULL,66,NULL,0,0,0,0,0,NULL,NULL,NULL
312317,Hip! Hip! Hooray! [1907],1907-10-10 00:00:00,1907-12-07 00:00:00,NULL,1907,7487,Weber and Fields' Music Hall,Original Production,Musical,Musical,NULL,64,NULL,0,0,0,0,0,NULL,NULL,Original
312319,Warp,1973-02-14 00:00:00,1973-02-18 00:00:00,NULL,1973,6987,Ambassador Theatre,Original Production,Performance,Other,NULL,8,NULL,0,0,0,0,0,NULL,NULL,Original
312320,The Venetian Twins,1968-05-28 00:00:00,1968-06-23 00:00:00,NULL,1968,5039,Henry Miller's Theatre,Original Production,Play,Play,NULL,32,NULL,0,0,0,0,0,NULL,NULL,Original
312324,Everywoman,1911-02-27 00:00:00,1912-03-23 00:00:00,NULL,1911,7292,Herald Square Theatre,Original Production,Play,Play,NULL,189,NULL,0,0,0,0,0,NULL,NULL,Original
312325,School Days,1908-09-14 00:00:00,1908-10-10 00:00:00,NULL,1908,7189,Circle Theatre,Original Production,Musical,Musical,NULL,32,NULL,0,0,0,0,0,NULL,NULL,Original
312329,Bruce Forsyth on Broadway!,1979-06-12 00:00:00,1979-06-17 00:00:00,NULL,1979,7070,Winter Garden Theatre,Original Production,NULL,NULL,NULL,5,NULL,0,0,0,0,0,NULL,NULL,Original
312330,Jederman,1927-12-07 00:00:00,NULL,NULL,1927,7180,Century Theatre,Original Production,Play,Play,NULL,14,NULL,0,0,0,0,0,NULL,NULL,Original
312331,Sid Caesar & Company,1989-11-01 00:00:00,1989-11-04 00:00:00,NULL,1989,5043,John Golden Theatre,Original Production,Special,Special,NULL,5,NULL,0,0,0,0,0,NULL,NULL,Original
312332,Broken Wings,1927-12-08 00:00:00,NULL,NULL,1927,7375,Manhattan Opera House,Original Production,Play,Play,NULL,17,NULL,0,0,0,0,0,NULL,NULL,Original
312333,First Episode,1934-09-17 00:00:00,NULL,NULL,1934,7057,Ritz Theatre,Original Production,Play,Play,NULL,40,NULL,0,0,0,0,0,NULL,NULL,Original
312335,The Apparition Theatre of Prague,1966-11-16 00:00:00,1966-12-03 00:00:00,NULL,1966,5028,Cort Theatre,Original Production,NULL,NULL,NULL,21,NULL,0,0,0,0,0,NULL,NULL,Original
312337,The Boys Choir of Harlem and Friends,1993-01-19 00:00:00,1993-01-31 00:00:00,NULL,1993,6994,Richard Rodgers Theatre,Original Production,NULL,NULL,NULL,14,NULL,0,0,0,0,0,NULL,NULL,Original
312357,Diversions and Delights,1978-04-12 00:00:00,1978-04-22 00:00:00,NULL,1978,5032,Eugene O'Neill Theatre,Original Production,Play,Play,NULL,13,NULL,0,0,0,0,0,NULL,NULL,Original
312358,Sherlock Holmes,1910-12-05 00:00:00,NULL,NULL,1910,7233,Empire Theatre,Revival,Play,Play,NULL,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
312359,Sherlock Holmes,1902-11-03 00:00:00,NULL,NULL,1902,5300,Knickerbocker Theatre,Revival,Play,Play,NULL,28,NULL,0,1,0,0,0,NULL,NULL,Revival
312360,Sherlock Holmes,1915-10-11 00:00:00,NULL,NULL,1915,7233,Empire Theatre,NULL,Play,Play,NULL,32,NULL,0,0,0,0,0,NULL,NULL,NULL
312361,Sherlock Holmes,1905-03-06 00:00:00,NULL,NULL,1905,7233,Empire Theatre,NULL,Play,Play,NULL,56,NULL,0,0,0,0,0,NULL,NULL,NULL
312362,Sherlock Holmes,1899-11-06 00:00:00,NULL,NULL,1899,7524,Garrick Theatre,Original Production,Play,Play,NULL,256,NULL,0,0,0,0,0,NULL,NULL,Original
312363,Sherlock Holmes,1928-02-20 00:00:00,NULL,NULL,1928,7368,Cosmopolitan Theatre,Revival,Play,Play,NULL,16,NULL,0,1,0,0,0,NULL,NULL,Revival
312364,Sherlock Holmes,1929-11-25 00:00:00,NULL,NULL,1929,5169,New Amsterdam Theatre,Revival,Play,Play,NULL,45,NULL,0,1,0,0,0,NULL,NULL,Revival
312365,Sherlock Holmes,1974-11-12 00:00:00,1976-01-04 00:00:00,NULL,1974,5016,Broadhurst Theatre,Revival,Play,Play,NULL,471,NULL,0,1,0,0,0,NULL,NULL,Revival
312366,The Regard of Flight,1987-04-12 00:00:00,1987-04-26 00:00:00,NULL,1987,7482,Vivian Beaumont Theatre,Original Production,NULL,NULL,NULL,17,NULL,0,0,0,0,0,NULL,NULL,Original
312368,When We Were Forty-one,1905-06-12 00:00:00,1905-08-26 00:00:00,NULL,1905,7506,New York Roof,Original Production,Musical,Musical,NULL,66,NULL,0,0,0,0,0,NULL,NULL,Original
312371,Blithe Spirit,1943-09-06 00:00:00,1943-10-02 00:00:00,NULL,1943,5488,Morosco Theatre,Original Production,Play,Play,NULL,32,NULL,0,0,0,0,0,NULL,NULL,Original
312372,Blithe Spirit,1941-11-05 00:00:00,1943-06-05 00:00:00,NULL,1941,5488,Morosco Theatre,Original Production,Play,Play,NULL,657,NULL,0,0,0,0,0,NULL,NULL,Original
312373,Blithe Spirit,1987-03-31 00:00:00,1987-06-28 00:00:00,NULL,1987,6985,Neil Simon Theatre,Revival,Play,Play,NULL,104,NULL,0,1,0,0,0,NULL,NULL,Revival
312374,I Have a Dream,1976-09-20 00:00:00,1976-12-05 00:00:00,NULL,1976,6987,Ambassador Theatre,Original Production,Play,Play,NULL,88,NULL,0,0,0,0,0,NULL,NULL,Original
312375,Rowan Atkinson at the Atkinson,1986-10-14 00:00:00,1986-10-18 00:00:00,NULL,1986,5018,Brooks Atkinson Theatre,Original Production,NULL,NULL,NULL,7,NULL,0,0,0,0,0,NULL,NULL,Original
312379,Jackie,1997-11-10 00:00:00,1998-03-01 00:00:00,NULL,1997,5205,Belasco Theatre,Original Production,NULL,NULL,NULL,128,NULL,0,0,0,0,0,NULL,NULL,Original
312382,Photo Finish,1963-02-12 00:00:00,1963-06-27 00:00:00,NULL,1963,5018,Brooks Atkinson Theatre,Original Production,Play,Play,NULL,159,NULL,0,0,0,0,0,NULL,NULL,Original
312384,Sumurun,1912-01-16 00:00:00,NULL,NULL,1912,7167,Casino Theatre,Original Production,Play,Play,NULL,62,NULL,0,0,0,0,0,NULL,NULL,Original
312387,A Milk White Flag: And It's Battle Scarred Followers on the Field of Mars and in the Court of Venus,1894-10-08 00:00:00,NULL,NULL,1894,7363,Hoyt's Theatre,Original Production,Play,Play,NULL,153,NULL,0,0,0,0,0,NULL,NULL,Original
312388,The Chosen People,1905-03-23 00:00:00,1905-03-23 00:00:00,NULL,1905,7292,Herald Square Theatre,NULL,NULL,NULL,NULL,1,NULL,0,0,0,0,0,NULL,NULL,NULL
312390,The Half-Caste,1926-03-29 00:00:00,NULL,NULL,1926,7050,National Theatre,Original Production,Play,Play,NULL,64,NULL,0,0,0,0,0,NULL,NULL,Original
312392,Emlyn Williams as Charles Dickens,1952-02-05 00:00:00,1952-03-15 00:00:00,NULL,1952,5043,John Golden Theatre,Original Production,Play,Play,NULL,48,NULL,0,0,0,0,0,NULL,NULL,Original
312393,Emlyn Williams as Charles Dickens,1953-04-20 00:00:00,1953-05-09 00:00:00,NULL,1953,7145,Bijou Theatre,Revival,Play,Play,NULL,24,NULL,0,1,0,0,0,NULL,NULL,Revival
312394,Emlyn Williams as Charles Dickens,1981-01-14 00:00:00,1981-02-01 00:00:00,NULL,1981,7180,Century Theatre,Revival,Play,Play,NULL,22,NULL,0,1,0,0,0,NULL,NULL,Revival
312395,The Playboy of the Weekend World,1978-11-16 00:00:00,1978-12-10 00:00:00,NULL,1978,7900,Playhouse Theatre,Original Production,Play,Play,NULL,29,NULL,0,0,0,0,0,NULL,NULL,Original
312401,A Contented Woman,1897-02-08 00:00:00,NULL,NULL,1897,7363,Hoyt's Theatre,Original Production,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
312404,Canciones de mi Padre,1988-07-12 00:00:00,1988-07-30 00:00:00,NULL,1988,7393,Minskoff Theatre,Original Production,NULL,NULL,NULL,18,NULL,0,0,0,0,0,NULL,NULL,Original
312405,The Lady's Not For Burning,1950-11-08 00:00:00,1951-03-17 00:00:00,NULL,1950,7059,Royale Theatre,Original Production,Play,Play,NULL,151,NULL,0,0,0,0,0,NULL,NULL,Original
312407,Good,1982-10-13 00:00:00,1983-01-30 00:00:00,NULL,1982,5334,Booth Theatre,Original Production,Play,Play,NULL,141,NULL,0,0,0,0,0,NULL,NULL,Original
312408,Mastergate,1989-10-12 00:00:00,1989-12-10 00:00:00,NULL,1989,5271,Criterion Center Stage Right,Original Production,Play,Play,NULL,69,NULL,0,0,0,0,0,NULL,NULL,Original
312409,The Spider,1927-03-22 00:00:00,NULL,NULL,1927,6996,Chanin's 46th Street Theatre,Original Production,Play,Play,NULL,319,NULL,0,0,0,0,0,NULL,NULL,Original
312410,The Spider,1928-02-27 00:00:00,NULL,NULL,1928,7180,Century Theatre,Revival,Play,Play,NULL,16,NULL,0,1,0,0,0,NULL,NULL,Revival
312412,Golda,1977-11-14 00:00:00,1978-02-15 00:00:00,NULL,1977,5488,Morosco Theatre,Original Production,Play,Play,NULL,93,NULL,0,0,0,0,0,NULL,NULL,Original
312413,Behold This Dreamer,1927-10-31 00:00:00,NULL,NULL,1927,5028,Cort Theatre,NULL,Unknown,Unknown,NULL,56,NULL,0,0,0,0,0,NULL,NULL,NULL
312415,Alice Sit-by-the-Fire,1911-02-13 00:00:00,NULL,NULL,1911,7233,Empire Theatre,NULL,Unknown,Unknown,NULL,32,NULL,0,0,0,0,0,NULL,NULL,NULL
312416,Lamppost Reunion,1975-10-16 00:00:00,1975-12-21 00:00:00,NULL,1975,7027,Little Theatre,Original Production,Play,Play,NULL,77,NULL,0,0,0,0,0,NULL,NULL,Original
312422,Open Admissions,1984-01-29 00:00:00,1984-02-12 00:00:00,NULL,1984,5057,Music Box Theatre,Original Production,Play,Play,NULL,17,NULL,0,0,0,0,0,NULL,NULL,Original
312442,Kid Boots,1923-12-31 00:00:00,1925-02-21 00:00:00,NULL,1923,7211,Earl Carroll Theatre,Original Production,Musical,Musical,NULL,489,NULL,0,0,0,0,0,NULL,NULL,Original
312447,The Three Musketeers,1984-11-11 00:00:00,1984-11-18 00:00:00,NULL,1984,0,NULL,Revival,Operetta,Musical,NULL,9,NULL,0,1,0,0,0,NULL,NULL,Revival
312450,The American Clock,1980-11-20 00:00:00,1980-11-30 00:00:00,NULL,1980,5199,Biltmore Theatre,Original Production,Play,Play,NULL,12,NULL,0,0,0,0,0,NULL,NULL,Original
312454,Chin Chin,1914-10-20 00:00:00,1915-07-03 00:00:00,NULL,1914,7018,Globe Theatre,Original Production,Musical,Musical,NULL,295,NULL,0,0,0,0,0,NULL,NULL,Original
312455,The Great Sebastians,1956-01-04 00:00:00,1956-06-02 00:00:00,NULL,1956,5387,ANTA Washington Square Theatre,Original Production,Play,Play,NULL,174,NULL,0,0,0,0,0,NULL,NULL,Original
312458,Middle of the Night,1956-02-08 00:00:00,1957-05-25 00:00:00,NULL,1956,5387,ANTA Washington Square Theatre,Original Production,Play,Play,NULL,477,NULL,0,0,0,0,0,NULL,NULL,Original
312459,Lightnin',1938-09-15 00:00:00,NULL,NULL,1938,5043,John Golden Theatre,Revival,Play,Play,NULL,54,NULL,0,1,0,0,0,NULL,NULL,Revival
312460,Lightnin',1918-08-26 00:00:00,1921-08-27 00:00:00,NULL,1918,7245,Gaiety Theatre,Original Production,Play,Play,NULL,1291,NULL,0,0,0,0,0,NULL,NULL,Original
312471,Heartbreak House,1938-04-29 00:00:00,NULL,NULL,1938,7199,Mercury Theatre,Revival,Play,Play,NULL,48,NULL,0,1,0,0,0,NULL,NULL,Revival
312472,Heartbreak House,1920-11-10 00:00:00,1921-02-26 00:00:00,NULL,1920,7524,Garrick Theatre,Original Production,Play,Play,NULL,125,NULL,0,0,0,0,0,NULL,NULL,Original
312473,Heartbreak House,1959-10-18 00:00:00,1960-01-23 00:00:00,NULL,1959,7049,Billy Rose Theatre,Revival,Play,Play,NULL,112,NULL,0,1,0,0,0,NULL,NULL,Revival
312474,Heartbreak House,1983-12-07 00:00:00,1984-02-05 00:00:00,NULL,1983,5230,Circle in the Square,Revival,Play,Play,NULL,65,NULL,0,1,0,0,0,NULL,NULL,Revival
312476,Raffi,1993-04-07 00:00:00,1993-04-11 00:00:00,NULL,1993,5035,Gershwin Theatre,Original Production,NULL,NULL,NULL,6,NULL,0,0,0,0,0,NULL,NULL,Original
312478,The Man Who Had All the Luck,1944-11-23 00:00:00,1944-11-25 00:00:00,NULL,1944,7006,Forrest Theatre,Original Production,Play,Play,NULL,4,NULL,0,0,0,0,0,NULL,NULL,Original
312480,Teibele and Her Demon,1979-12-16 00:00:00,1980-01-06 00:00:00,NULL,1979,5018,Brooks Atkinson Theatre,Original Production,Play,Play,NULL,25,NULL,0,0,0,0,0,NULL,NULL,Original
